-27.433,8.11,6.516,0,19.607,16.22
-25.963,8.11,6.516,0,13.091,8.11
-24.493,8.11,6.516,0,6.575,3.553e-15
-27.433,8.11,6.516,0,19.607,16.22
-25.963,8.11,6.516,0,13.091,8.11
-24.493,8.11,6.516,0,6.575,3.553e-15
-8.113,9.286,4.164,0,12.551,18.572
-6.643,9.286,4.164,0,8.387,9.286
-5.173,9.286,4.164,0,4.223,3.553e-15
-8.113,9.286,4.164,0,12.551,18.572
-6.643,9.286,4.164,0,8.387,9.286
-5.173,9.286,4.164,0,4.223,3.553e-15
-20.377,8.194,4.836,0,13.559,16.388
-18.907,8.194,4.836,0,8.723,8.194
-17.437,8.194,4.836,0,3.887,3.553e-15
-20.377,8.194,4.836,0,13.559,16.388
-18.907,8.194,4.836,0,8.723,8.194
-17.437,8.194,4.836,0,3.887,3.553e-15
-1.057,9.37,2.484,0,6.503,18.74
0.413,9.37,2.484,0,4.019,9.37
1.883,9.37,2.484,0,1.535,-3.553e-15
-1.057,9.37,2.484,0,6.503,18.74
0.413,9.37,2.484,0,4.019,9.37
1.883,9.37,2.484,0,1.535,-3.553e-15
-73.353,-13.17,5.956,0,17.927,-26.34
-71.883,-13.17,5.956,0,11.971,-13.17
-70.413,-13.17,5.956,0,6.015,0
-73.353,-13.17,5.956,0,17.927,-26.34
-71.883,-13.17,5.956,0,11.971,-13.17
-70.413,-13.17,5.956,0,6.015,0
-54.033,-11.994,3.604,0,10.871,-23.988
-52.563,-11.994,3.604,0,7.267,-11.994
-51.093,-11.994,3.604,0,3.663,3.553e-15
-54.033,-11.994,3.604,0,10.871,-23.988
-52.563,-11.994,3.604,0,7.267,-11.994
-51.093,-11.994,3.604,0,3.663,3.553e-15
-66.297,-13.086,4.276,0,11.879,-26.172
-64.827,-13.086,4.276,0,7.603,-13.086
-63.357,-13.086,4.276,0,3.327,7.105e-15
-66.297,-13.086,4.276,0,11.879,-26.172
-64.827,-13.086,4.276,0,7.603,-13.086
-63.357,-13.086,4.276,0,3.327,7.105e-15
-46.977,-11.91,1.924,0,4.823,-23.82
-45.507,-11.91,1.924,0,2.899,-11.91
-44.037,-11.91,1.924,0,0.975,-3.553e-15
-46.977,-11.91,1.924,0,4.823,-23.82
-45.507,-11.91,1.924,0,2.899,-11.91
-44.037,-11.91,1.924,0,0.975,-3.553e-15
-51.737,0.564,8.28,0,26.075,1.128
-50.267,0.564,8.28,0,17.795,0.564
-48.797,0.564,8.28,0,9.515,0
-51.737,0.564,8.28,0,26.075,1.128
-50.267,0.564,8.28,0,17.795,0.564
-48.797,0.564,8.28,0,9.515,0
-32.417,1.74,5.928,0,19.019,3.48
-30.947,1.74,5.928,0,13.091,1.74
-29.477,1.74,5.928,0,7.163,-8.882e-16
-32.417,1.74,5.928,0,19.019,3.48
-30.947,1.74,5.928,0,13.091,1.74
-29.477,1.74,5.928,0,7.163,-8.882e-16
-28.217,0.844,2.68,0,5.915,1.688
-26.747,0.844,2.68,0,3.235,0.844
-25.277,0.844,2.68,0,0.555,0
-28.217,0.844,2.68,0,5.915,1.688
-26.747,0.844,2.68,0,3.235,0.844
-25.277,0.844,2.68,0,0.555,0
-8.897,2.02,0.328,0,-1.141,4.04
-7.427,2.02,0.328,0,-1.469,2.02
-5.957,2.02,0.328,0,-1.797,0
-8.897,2.02,0.328,0,-1.141,4.04
-7.427,2.02,0.328,0,-1.469,2.02
-5.957,2.02,0.328,0,-1.797,0
-65.513,-5.82,8.112,0,25.571,-11.64
-64.043,-5.82,8.112,0,17.459,-5.82
-62.573,-5.82,8.112,0,9.347,0
-65.513,-5.82,8.112,0,25.571,-11.64
-64.043,-5.82,8.112,0,17.459,-5.82
-62.573,-5.82,8.112,0,9.347,0
-46.193,-4.644,5.76,0,18.515,-9.288
-44.723,-4.644,5.76,0,12.755,-4.644
-43.253,-4.644,5.76,0,6.995,1.776e-15
-46.193,-4.644,5.76,0,18.515,-9.288
-44.723,-4.644,5.76,0,12.755,-4.644
-43.253,-4.644,5.76,0,6.995,1.776e-15
-41.993,-5.54,2.512,0,5.411,-11.08
-40.523,-5.54,2.512,0,2.899,-5.54
-39.053,-5.54,2.512,0,0.387,-3.553e-15
-41.993,-5.54,2.512,0,5.411,-11.08
-40.523,-5.54,2.512,0,2.899,-5.54
-39.053,-5.54,2.512,0,0.387,-3.553e-15
-22.673,-4.364,0.16,0,-1.645,-8.728
-21.203,-4.364,0.16,0,-1.805,-4.364
-19.733,-4.364,0.16,0,-1.965,0
-22.673,-4.364,0.16,0,-1.645,-8.728
-21.203,-4.364,0.16,0,-1.805,-4.364
-19.733,-4.364,0.16,0,-1.965,0
-41.881,3.476,6.908,0,20.615,6.952
-40.411,3.476,6.908,0,13.707,3.476
-38.941,3.476,6.908,0,6.799,-8.882e-16
-41.881,3.476,6.908,0,20.615,6.952
-40.411,3.476,6.908,0,13.707,3.476
-38.941,3.476,6.908,0,6.799,-8.882e-16
-9.681,5.436,2.988,0,8.855,10.872
-8.211,5.436,2.988,0,5.867,5.436
-6.741,5.436,2.988,0,2.879,-1.776e-15
-9.681,5.436,2.988,0,8.855,10.872
-8.211,5.436,2.988,0,5.867,5.436
-6.741,5.436,2.988,0,2.879,-1.776e-15
-37.177,3.532,5.788,0,16.583,7.064
-35.707,3.532,5.788,0,10.795,3.532
-34.237,3.532,5.788,0,5.007,-2.665e-15
-37.177,3.532,5.788,0,16.583,7.064
-35.707,3.532,5.788,0,10.795,3.532
-34.237,3.532,5.788,0,5.007,-2.665e-15
-4.977,5.492,1.868,0,4.823,10.984
-3.507,5.492,1.868,0,2.955,5.492
-2.037,5.492,1.868,0,1.087,-1.776e-15
-4.977,5.492,1.868,0,4.823,10.984
-3.507,5.492,1.868,0,2.955,5.492
-2.037,5.492,1.868,0,1.087,-1.776e-15
-69.433,-9.292,6.572,0,19.607,-18.584
-67.963,-9.292,6.572,0,13.035,-9.292
-66.493,-9.292,6.572,0,6.463,0
-69.433,-9.292,6.572,0,19.607,-18.584
-67.963,-9.292,6.572,0,13.035,-9.292
-66.493,-9.292,6.572,0,6.463,0
-37.233,-7.332,2.652,0,7.847,-14.664
-35.763,-7.332,2.652,0,5.195,-7.332
-34.293,-7.332,2.652,0,2.543,-1.776e-15
-37.233,-7.332,2.652,0,7.847,-14.664
-35.763,-7.332,2.652,0,5.195,-7.332
-34.293,-7.332,2.652,0,2.543,-1.776e-15
-64.729,-9.236,5.452,0,15.575,-18.472
-63.259,-9.236,5.452,0,10.123,-9.236
-61.789,-9.236,5.452,0,4.671,3.553e-15
-64.729,-9.236,5.452,0,15.575,-18.472
-63.259,-9.236,5.452,0,10.123,-9.236
-61.789,-9.236,5.452,0,4.671,3.553e-15
-32.529,-7.276,1.532,0,3.815,-14.552
-31.059,-7.276,1.532,0,2.283,-7.276
-29.589,-7.276,1.532,0,0.751,1.776e-15
-32.529,-7.276,1.532,0,3.815,-14.552
-31.059,-7.276,1.532,0,2.283,-7.276
-29.589,-7.276,1.532,0,0.751,1.776e-15
-55.769,-0.836,7.916,0,24.311,-1.672
-54.299,-0.836,7.916,0,16.395,-0.836
-52.829,-0.836,7.916,0,8.479,-4.441e-16
-55.769,-0.836,7.916,0,24.311,-1.672
-54.299,-0.836,7.916,0,16.395,-0.836
-52.829,-0.836,7.916,0,8.479,-4.441e-16
-23.569,1.124,3.996,0,12.551,2.248
-22.099,1.124,3.996,0,8.555,1.124
-20.629,1.124,3.996,0,4.559,-4.441e-16
-23.569,1.124,3.996,0,12.551,2.248
-22.099,1.124,3.996,0,8.555,1.124
-20.629,1.124,3.996,0,4.559,-4.441e-16
-41.657,-0.668,4.556,0,12.215,-1.336
-40.187,-0.668,4.556,0,7.659,-0.668
-38.717,-0.668,4.556,0,3.103,2.22e-16
-41.657,-0.668,4.556,0,12.215,-1.336
-40.187,-0.668,4.556,0,7.659,-0.668
-38.717,-0.668,4.556,0,3.103,2.22e-16
-9.457,1.292,0.636,0,0.455,2.584
-7.987,1.292,0.636,0,-0.181,1.292
-6.517,1.292,0.636,0,-0.817,0
-9.457,1.292,0.636,0,0.455,2.584
-7.987,1.292,0.636,0,-0.181,1.292
-6.517,1.292,0.636,0,-0.817,0
-64.953,-5.092,7.804,0,23.975,-10.184
-63.483,-5.092,7.804,0,16.171,-5.092
-62.013,-5.092,7.804,0,8.367,0
-64.953,-5.092,7.804,0,23.975,-10.184
-63.483,-5.092,7.804,0,16.171,-5.092
