-33.76,0.14,5.193,0,10.386,0.7
-32.4925,0.14,5.193,0,5.193,0.56
-31.225,0.14,5.193,0,-1.776e-15,0.42
-33.76,0.14,5.193,0,10.386,0.7
-32.4925,0.14,5.193,0,5.193,0.56
-31.225,0.14,5.193,0,-1.776e-15,0.42
-25.696,0.14,4.353,0,8.706,0.7
-24.4285,0.14,4.353,0,4.353,0.56
-23.161,0.14,4.353,0,1.776e-15,0.42
-25.696,0.14,4.353,0,8.706,0.7
-24.4285,0.14,4.353,0,4.353,0.56
-23.161,0.14,4.353,0,1.776e-15,0.42
-9.064,0.14,-1.863,0,-3.726,0.7
-7.7965,0.14,-1.863,0,-1.863,0.56
-6.529,0.14,-1.863,0,-4.441e-16,0.42
-9.064,0.14,-1.863,0,-3.726,0.7
-7.7965,0.14,-1.863,0,-1.863,0.56
-6.529,0.14,-1.863,0,-4.441e-16,0.42
-1,0.14,-2.703,0,-5.406,0.7
0.2675,0.14,-2.703,0,-2.703,0.56
1.535,0.14,-2.703,0,0,0.42
-1,0.14,-2.703,0,-5.406,0.7
0.2675,0.14,-2.703,0,-2.703,0.56
1.535,0.14,-2.703,0,0,0.42
-33.76,-0.14,5.473,0,10.946,-0.7
-32.4925,-0.14,5.473,0,5.473,-0.56
-31.225,-0.14,5.473,0,0,-0.42
-33.76,-0.14,5.473,0,10.946,-0.7
-32.4925,-0.14,5.473,0,5.473,-0.56
-31.225,-0.14,5.473,0,0,-0.42
-25.696,-0.14,4.633,0,9.266,-0.7
-24.4285,-0.14,4.633,0,4.633,-0.56
-23.161,-0.14,4.633,0,0,-0.42
-25.696,-0.14,4.633,0,9.266,-0.7
-24.4285,-0.14,4.633,0,4.633,-0.56
-23.161,-0.14,4.633,0,0,-0.42
-9.064,-0.14,-1.583,0,-3.166,-0.7
-7.7965,-0.14,-1.583,0,-1.583,-0.56
-6.529,-0.14,-1.583,0,0,-0.42
-9.064,-0.14,-1.583,0,-3.166,-0.7
-7.7965,-0.14,-1.583,0,-1.583,-0.56
-6.529,-0.14,-1.583,0,0,-0.42
-1,-0.14,-2.423,0,-4.846,-0.7
0.2675,-0.14,-2.423,0,-2.423,-0.56
1.535,-0.14,-2.423,0,0,-0.42
-1,-0.14,-2.423,0,-4.846,-0.7
0.2675,-0.14,-2.423,0,-2.423,-0.56
1.535,-0.14,-2.423,0,0,-0.42
-62.572,0.042,13.523,0,27.046,0.21
-61.3045,0.042,13.523,0,13.523,0.168
-60.037,0.042,13.523,0,-3.553e-15,0.126
-62.572,0.042,13.523,0,27.046,0.21
-61.3045,0.042,13.523,0,13.523,0.168
-60.037,0.042,13.523,0,-3.553e-15,0.126
-54.508,0.042,12.683,0,25.366,0.21
-53.2405,0.042,12.683,0,12.683,0.168
-51.973,0.042,12.683,0,-3.553e-15,0.126
-54.508,0.042,12.683,0,25.366,0.21
-53.2405,0.042,12.683,0,12.683,0.168
-51.973,0.042,12.683,0,-3.553e-15,0.126
19.748,0.042,-9.997,0,-19.994,0.21
21.0155,0.042,-9.997,0,-9.997,0.168
22.283,0.042,-9.997,0,0,0.126
19.748,0.042,-9.997,0,-19.994,0.21
21.0155,0.042,-9.997,0,-9.997,0.168
22.283,0.042,-9.997,0,0,0.126
27.812,0.042,-10.837,0,-21.674,0.21
29.0795,0.042,-10.837,0,-10.837,0.168
30.347,0.042,-10.837,0,3.553e-15,0.126
27.812,0.042,-10.837,0,-21.674,0.21
29.0795,0.042,-10.837,0,-10.837,0.168
30.347,0.042,-10.837,0,3.553e-15,0.126
-62.572,-0.042,13.607,0,27.214,-0.21
-61.3045,-0.042,13.607,0,13.607,-0.168
-60.037,-0.042,13.607,0,-3.553e-15,-0.126
-62.572,-0.042,13.607,0,27.214,-0.21
-61.3045,-0.042,13.607,0,13.607,-0.168
-60.037,-0.042,13.607,0,-3.553e-15,-0.126
-54.508,-0.042,12.767,0,25.534,-0.21
-53.2405,-0.042,12.767,0,12.767,-0.168
-51.973,-0.042,12.767,0,0,-0.126
-54.508,-0.042,12.767,0,25.534,-0.21
-53.2405,-0.042,12.767,0,12.767,-0.168
-51.973,-0.042,12.767,0,0,-0.126
19.748,-0.042,-9.913,0,-19.826,-0.21
21.0155,-0.042,-9.913,0,-9.913,-0.168
22.283,-0.042,-9.913,0,7.105e-15,-0.126
19.748,-0.042,-9.913,0,-19.826,-0.21
21.0155,-0.042,-9.913,0,-9.913,-0.168
22.283,-0.042,-9.913,0,7.105e-15,-0.126
27.812,-0.042,-10.753,0,-21.506,-0.21
29.0795,-0.042,-10.753,0,-10.753,-0.168
30.347,-0.042,-10.753,0,0,-0.126
27.812,-0.042,-10.753,0,-21.506,-0.21
29.0795,-0.042,-10.753,0,-10.753,-0.168
30.347,-0.042,-10.753,0,0,-0.126
-32.332,0.084,4.353,0,8.706,0.42
-31.0645,0.084,4.353,0,4.353,0.336
-29.797,0.084,4.353,0,0,0.252
-32.332,0.084,4.353,0,8.706,0.42
-31.0645,0.084,4.353,0,4.353,0.336
-29.797,0.084,4.353,0,0,0.252
-18.892,0.084,2.953,0,5.906,0.42
