-1464.6006	330.5711	94.7915	624.3611	1681.8194	2407.3505
-1528.9506	330.5711	94.7915	624.3611	2137.7487	3889.6889
-1916.1971	-337.7256	-82.6669	-624.4583	-1667.9689	-2367.4713
-1980.5471	-337.7256	-82.6669	-624.4583	-2063.2753	-3885.5827
-1554.7985	-0.2454	353.0132	5.1295	4479.619	41.4099
-1619.1485	-0.2454	353.0132	5.1295	5972.7536	6.8725
-1825.9991	-6.9092	-340.8886	-5.2267	-4465.7686	-1.5308
-1890.3491	-6.9092	-340.8886	-5.2267	-5898.2802	-2.7663
-2507.6292	-2.6581	357.0087	4.9831	4485.5999	54.7887
-2593.4292	-2.6581	357.0087	4.9831	5998.7119	8.1879
-2778.8298	-9.3218	-336.8931	-5.3731	-4459.7878	11.848
-2864.6298	-9.3218	-336.8931	-5.3731	-5872.322	-1.4509
-2417.4313	328.1584	98.787	624.2147	1687.8002	2420.7292
-2503.2313	328.1584	98.787	624.2147	2163.7069	3891.0043
-2869.0277	-340.1383	-78.6714	-624.6047	-1661.9881	-2354.0926
-2954.8277	-340.1383	-78.6714	-624.6047	-2037.317	-3884.2672
-2884.4551	-6.7328	11.2429	-0.2569	15.4058	37.4275
-2970.2551	-6.7328	11.2429	-0.2569	71.6205	3.7634
-2629.5093	-5.5647	9.4302	-0.0756	10.7726	31.0171
-2729.6093	-5.5647	9.4302	-0.0756	57.9238	3.1937
-1464.6006	330.5711	357.0087	624.3611	4485.5999	2420.7292
-1528.9506	330.5711	357.0087	624.3611	5998.7119	3891.0043
-2884.4551	-340.1383	-340.8886	-624.6047	-4465.7686	-2367.4713
-2970.2551	-340.1383	-340.8886	-624.6047	-5898.2802	-3885.5827
-2472.8895	-5.4141	9.0715	-0.0779	12.018	30.1758
-2558.6895	-5.4141	9.0715	-0.0779	57.3756	3.1052
-1464.6006	337.7256	94.7915	624.4583	1681.8194	2367.4713
-1528.9506	337.7256	94.7915	624.4583	2137.7487	3885.5827
-1916.1971	-330.5711	-82.6669	-624.3611	-1667.9689	-2407.3505
-1980.5471	-330.5711	-82.6669	-624.3611	-2063.2753	-3889.6889
-1554.7985	6.9092	353.0132	5.2267	4479.619	1.5308
-1619.1485	6.9092	353.0132	5.2267	5972.7536	2.7663
-1825.9991	0.2454	-340.8886	-5.1295	-4465.7686	-41.4099
-1890.3491	0.2454	-340.8886	-5.1295	-5898.2802	-6.8725
-2507.6292	9.3218	357.0087	5.3731	4485.5999	-11.8479
-2593.4292	9.3218	357.0087	5.3731	5998.7119	1.4509
-2778.8298	2.6581	-336.8931	-4.9831	-4459.7878	-54.7887
-2864.6298	2.6581	-336.8931	-4.9831	-5872.322	-8.1879
-2417.4313	340.1383	98.787	624.6047	1687.8002	2354.0926
-2503.2313	340.1383	98.787	624.6047	2163.7069	3884.2672
-2869.0277	-328.1584	-78.6714	-624.2147	-1661.9881	-2420.7292
-2954.8277	-328.1584	-78.6714	-624.2147	-2037.3171	-3891.0043
-2884.4551	6.7328	11.2429	0.2569	15.4058	-37.4275
-2970.2551	6.7328	11.2429	0.2569	71.6205	-3.7634
-2629.5093	5.5647	9.4302	0.0756	10.7726	-31.0171
-2729.6093	5.5647	9.4302	0.0756	57.9238	-3.1937
-1464.6006	340.1383	357.0087	624.6047	4485.5999	2367.4713
-1528.9506	340.1383	357.0087	624.6047	5998.7119	3885.5827
-2884.4551	-330.5711	-340.8886	-624.3611	-4465.7686	-2420.7292
-2970.2551	-330.5711	-340.8886	-624.3611	-5898.2802	-3891.0043
-2472.8895	5.4141	9.0715	0.0779	12.018	-30.1758
-2558.6895	5.4141	9.0715	0.0779	57.3756	-3.1052
