-81.0185	21.3103	44.7903	164.4153	9.1238	312.921
-127.994	21.3103	44.7903	164.4153	93.3999	161.9612
-124.1758	-104.2834	-1.0114	-95.8313	-116.0671	-111.7813
-171.1513	-104.2834	-1.0114	-95.8313	-40.5503	-263.6733
-89.634	-14.356	84.1899	74.4353	56.8636	167.836
-136.6095	-14.356	84.1899	74.4353	237.9678	-19.0916
-115.5603	-68.6171	-40.4111	-5.8513	-163.8069	33.3038
-162.5358	-68.6171	-40.4111	-5.8513	-185.1182	-82.6206
-129.825	-39.3043	94.0331	98.3569	39.1493	227.338
-192.459	-39.3043	94.0331	98.3569	256.181	-50.6506
-155.7513	-93.5653	-30.5679	18.0702	-181.5213	92.8058
-218.3853	-93.5653	-30.5679	18.0702	-166.905	-114.1796
-121.2095	-3.6379	54.6334	188.3369	-8.5906	372.423
-183.8435	-3.6379	54.6334	188.3369	111.6131	130.4021
-164.3669	-129.2317	8.8318	-71.9097	-133.7814	-52.2793
-227.0009	-129.2317	8.8318	-71.9097	-22.3371	-295.2324
-152.628	-73.7617	34.1603	65.5211	-74.532	177.4356
-215.262	-73.7617	34.1603	65.5211	50.1532	-91.7947
-159.5956	-64.5347	34.0502	53.3431	-83.1781	156.442
-232.6686	-64.5347	34.0502	53.3431	41.1053	-79.1095
-81.0185	21.3103	94.0331	188.3369	56.8636	372.423
-127.994	21.3103	94.0331	188.3369	256.181	161.9612
-164.3669	-129.2317	-40.4111	-95.8313	-181.5213	-111.7813
-232.6686	-129.2317	-40.4111	-95.8313	-185.1182	-295.2324
-159.7748	-62.972	33.3384	51.3696	-82.1583	152.7673
-222.4088	-62.972	33.3384	51.3696	39.5268	-77.0806
-88.0107	98.7464	45.4035	93.4293	32.8245	41.9779
-133.0398	98.7464	45.4035	93.4293	99.5996	225.3822
-107.3099	-11.9317	-0.4084	-165.6605	-145.1271	-255.2935
-152.3391	-11.9317	-0.4084	-165.6605	-47.67	-121.8241
-87.4455	65.4491	84.5643	-1.109	58.0086	-57.5353
-132.4746	65.4491	84.5643	-1.109	233.884	84.7516
-107.8751	21.3656	-39.5692	-71.1222	-170.3111	-155.7802
-152.9042	21.3656	-39.5692	-71.1222	-181.9544	18.8065
-126.3943	91.1915	94.7143	-26.1177	40.5771	-116.9046
