-75.3884	89.7325	-12.5311	115.1288	142.3415	160.2611
-122.3639	89.7325	-12.5311	115.1288	76.4423	241.063
-119.5042	-41.3336	-32.7093	-100.4512	-18.6248	-283.1577
-166.4797	-41.3336	-32.7093	-100.4512	-117.8529	-187.3039
-84.3202	50.9222	39.489	46.1973	170.3698	4.6707
-131.2957	50.9222	39.489	46.1973	190.9272	58.3024
-110.5724	-2.5233	-84.7293	-31.5197	-46.6531	-127.5674
-157.5479	-2.5233	-84.7293	-31.5197	-232.3377	-4.5432
-118.8838	63.3655	29.1902	51.66	193.0126	-22.7059
-181.5178	63.3655	29.1902	51.66	175.9795	76.344
-145.136	9.92	-95.0281	-26.057	-24.0103	-154.944
-207.77	9.92	-95.0281	-26.057	-247.2854	13.4984
-109.952	102.1759	-22.8298	120.5915	164.9842	132.8845
-172.586	102.1759	-22.8298	120.5915	61.4946	259.1046
-154.0678	-28.8903	-43.008	-94.9885	4.018	-310.5343
-216.7018	-28.8903	-43.008	-94.9885	-132.8005	-169.2622
-139.9007	39.9732	-35.4861	14.2923	89.3246	-95.6125
-202.5347	39.9732	-35.4861	14.2923	-40.1997	50.2896
-151.5831	37.6436	-35.1869	11.4159	96.2241	-95.5863
-224.6561	37.6436	-35.1869	11.4159	-32.2082	41.8127
-75.3884	102.1759	39.489	120.5915	193.0126	160.2611
-122.3639	102.1759	39.489	120.5915	190.9272	259.1046
-154.0678	-41.3336	-95.0281	-100.4512	-46.6531	-310.5343
-224.6561	-41.3336	-95.0281	-100.4512	-247.2854	-187.3039
-152.2232	36.708	-34.4579	10.2722	95.0397	-93.862
-214.8572	36.708	-34.4579	10.2722	-30.7315	40.1223
-75.3884	41.3336	-12.531	100.4512	142.3415	283.1577
-122.3639	41.3336	-12.531	100.4512	76.4424	187.3039
-119.5042	-89.7325	-32.7093	-115.1288	-18.6248	-160.2611
-166.4797	-89.7325	-32.7093	-115.1288	-117.8529	-241.063
-84.3202	2.5233	39.489	31.5197	170.3698	127.5674
-131.2957	2.5233	39.489	31.5197	190.9272	4.5431
-110.5724	-50.9221	-84.7293	-46.1972	-46.6531	-4.6707
-157.5479	-50.9221	-84.7293	-46.1972	-232.3377	-58.3022
-118.8838	-9.9201	29.1902	26.0569	193.0126	154.944
-181.5178	-9.9201	29.1902	26.0569	175.9795	-13.4985
-145.136	-63.3655	-95.0281	-51.66	-24.0103	22.7059
-207.77	-63.3655	-95.0281	-51.66	-247.2854	-76.3439
-109.952	28.8903	-22.8298	94.9885	164.9842	310.5343
-172.586	28.8903	-22.8298	94.9885	61.4947	169.2622
-154.0678	-102.1759	-43.008	-120.5915	4.018	-132.8845
-216.7018	-102.1759	-43.008	-120.5915	-132.8006	-259.1046
-139.9007	-39.9732	-35.4861	-14.2923	89.3246	95.6125
-202.5347	-39.9732	-35.4861	-14.2923	-40.1997	-50.2896
-151.5831	-37.6436	-35.1869	-11.4159	96.2241	95.5863
-224.6561	-37.6436	-35.1869	-11.4159	-32.2082	-41.8127
-75.3884	41.3336	39.489	100.4512	193.0126	310.5343
-122.3639	41.3336	39.489	100.4512	190.9272	187.3039
-154.0678	-102.1759	-95.0281	-120.5915	-46.6531	-160.2611
-224.6561	-102.1759	-95.0281	-120.5915	-247.2854	-259.1046
-152.2232	-36.708	-34.4579	-10.2722	95.0397	93.862
-214.8572	-36.708	-34.4579	-10.2722	-30.7315	-40.1223
